,0
793,0.10000000149011612
794,0.0
795,0.0
796,0.10000000149011612
797,0.10000000149011612
798,0.0
799,0.10000000149011612
800,0.10000000149011612
801,0.0
802,0.0
803,0.0
804,0.10000000149011612
805,0.0
806,0.0
807,0.0
808,0.10000000149011612
809,0.10000000149011612
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.10000000149011612
816,0.0
817,0.10000000149011612
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,0.10000000149011612
826,0.0
827,0.10000000149011612
828,0.0
829,0.0
830,0.09000000171363354
831,0.0
832,0.0
833,0.10000000149011612
834,0.0
835,0.0
836,0.0
837,0.10000000149011612
838,0.10000000149011612
839,0.0
840,0.0
841,0.10000000149011612
842,0.0
843,0.0
844,0.10000000149011612
845,0.10000000149011612
846,0.10000000149011612
847,0.0
848,0.0
849,0.0
850,0.0
851,0.10000000149011612
852,0.0
853,0.10000000149011612
854,0.10000000149011612
855,0.10000000149011612
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.10000000149011612
862,0.10000000149011612
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.10000000149011612
871,0.0
872,0.0
873,0.0
874,0.10000000149011612
875,0.0
876,0.0
877,0.0
878,0.0
879,0.0
880,0.0
881,0.0
882,0.10000000149011612
883,0.0
884,0.0
885,0.10000000149011612
886,0.0
887,0.0
888,0.10000000149011612
889,0.0
890,0.0
891,0.0
892,0.10000000149011612
893,0.0
894,0.0
895,0.0
896,0.0
897,0.0
898,0.0
899,0.10000000149011612
900,0.10000000149011612
901,0.0
902,0.0
903,0.0
904,0.0
905,0.10000000149011612
906,0.10000000149011612
907,0.0
908,0.0
909,0.10000000149011612
910,0.10000000149011612
911,0.10000000149011612
912,0.0
913,0.0
914,0.0
915,0.0
916,0.10000000149011612
917,0.10000000149011612
918,0.10000000149011612
919,0.0
920,0.0
921,0.0
922,0.0
923,0.0
924,0.10000000149011612
925,0.10000000149011612
926,0.10000000149011612
927,0.0
928,0.0
929,0.10000000149011612
930,0.0
931,0.0
932,0.0
933,0.0
934,0.10000000149011612
935,0.0
936,0.0
937,0.10000000149011612
938,0.09000000171363354
939,0.0
940,0.09000000171363354
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.09000000171363354
948,0.10000000149011612
949,0.10000000149011612
950,0.10000000149011612
951,0.10000000149011612
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.10000000149011612
960,0.10000000149011612
961,0.09000000171363354
962,0.0
963,0.0
964,0.0
965,0.09000000171363354
966,0.0
967,0.10000000149011612
968,0.10000000149011612
969,0.0
970,0.0
971,0.09000000171363354
972,0.0
973,0.0
974,0.10000000149011612
975,0.0
976,0.10000000149011612
977,0.09000000171363354
978,0.10000000149011612
979,0.10000000149011612
980,0.0
981,0.10000000149011612
982,0.0
983,0.0
984,0.0
985,0.0
986,0.10000000149011612
987,0.0
988,0.0
989,0.10000000149011612
990,0.0
991,0.10000000149011612
992,0.0
993,0.0
994,0.09000000171363354
995,0.0
996,0.10000000149011612
997,0.0
998,0.0
999,0.10000000149011612
1000,0.10000000149011612
1001,0.0
1002,0.0
1003,0.0
1004,0.09000000171363354
1005,0.10000000149011612
1006,0.10000000149011612
1007,0.0
1008,0.10000000149011612
1009,0.0
1010,0.0
1011,0.10000000149011612
1012,0.09000000171363354
1013,0.0
1014,0.0
1015,0.0
1016,0.10000000149011612
1017,0.19000000320374966
1018,0.10000000149011612
1019,0.0
1020,0.10000000149011612
1021,0.0
1022,0.10000000149011612
1023,0.09000000171363354
1024,0.0
1025,0.10000000149011612
1026,0.09000000171363354
1027,0.10000000149011612
1028,0.09000000171363354
1029,0.0
1030,0.10000000149011612
1031,0.10000000149011612
1032,0.0
1033,0.0
1034,0.0
1035,0.10000000149011612
1036,0.10000000149011612
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.10000000149011612
1042,0.0
1043,0.0
1044,0.09000000171363354
1045,0.10000000149011612
1046,0.10000000149011612
1047,0.09000000171363354
1048,0.10000000149011612
1049,0.10000000149011612
1050,0.0
1051,0.0
1052,0.0
1053,0.09000000171363354
1054,0.0
1055,0.0
1056,0.0
1057,0.10000000149011612
1058,0.09000000171363354
1059,0.0
1060,0.0
1061,0.10000000149011612
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.10000000149011612
1067,0.0
1068,0.0
1069,0.0
1070,0.10000000149011612
1071,0.0
1072,0.10000000149011612
1073,0.10000000149011612
1074,0.09000000171363354
1075,0.10000000149011612
1076,0.10000000149011612
1077,0.09000000171363354
1078,0.10000000149011612
1079,0.0
1080,0.10000000149011612
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.0
1087,0.0
1088,0.09000000171363354
1089,0.0
1090,0.10000000149011612
1091,0.0
1092,0.10000000149011612
1093,0.10000000149011612
1094,0.09000000171363354
1095,0.09000000171363354
1096,0.0
1097,0.0
1098,0.10000000149011612
1099,0.0
1100,0.10000000149011612
1101,0.0
1102,0.0
1103,0.09000000171363354
1104,0.0
1105,0.0
1106,0.0
1107,0.10000000149011612
1108,0.10000000149011612
1109,0.10000000149011612
1110,0.0
1111,0.19000000320374966
1112,0.10000000149011612
1113,0.0
1114,0.09000000171363354
1115,0.10000000149011612
1116,0.0
1117,0.0
1118,0.10000000149011612
1119,0.19000000320374966
1120,0.10000000149011612
1121,0.10000000149011612
1122,0.0
1123,0.09000000171363354
1124,0.10000000149011612
1125,0.10000000149011612
1126,0.20000000298023224
1127,0.10000000149011612
1128,0.10000000149011612
1129,0.0
1130,0.10000000149011612
1131,0.0
1132,0.10000000149011612
1133,0.0
1134,0.10000000149011612
1135,0.10000000149011612
1136,0.0
1137,0.09000000171363354
1138,0.0
1139,0.10000000149011612
1140,0.0
1141,0.10000000149011612
1142,0.10000000149011612
1143,0.0
1144,0.10000000149011612
1145,0.09000000171363354
1146,0.10000000149011612
1147,0.09000000171363354
1148,0.10000000149011612
1149,0.0
1150,0.09000000171363354
1151,0.0
1152,0.0
1153,0.20000000298023224
1154,0.10000000149011612
1155,0.10000000149011612
1156,0.10000000149011612
1157,0.10000000149011612
1158,0.10000000149011612
1159,0.0
1160,0.10000000149011612
1161,0.0
1162,0.10000000149011612
1163,0.0
1164,0.0
1165,0.10000000149011612
1166,0.0
1167,0.10000000149011612
1168,0.0
1169,0.0
1170,0.20000000298023224
1171,0.0
1172,0.10000000149011612
1173,0.10000000149011612
1174,0.09000000171363354
1175,0.0
1176,0.10000000149011612
1177,0.09000000171363354
1178,0.10000000149011612
1179,0.10000000149011612
1180,0.0
1181,0.09000000171363354
1182,0.10000000149011612
1183,0.10000000149011612
1184,0.10000000149011612
1185,0.10000000149011612
1186,0.10000000149011612
1187,0.0
1188,0.10000000149011612
1189,0.0
1190,0.10000000149011612
1191,0.0
1192,0.0
1193,0.10000000149011612
1194,0.0
1195,0.10000000149011612
1196,0.10000000149011612
1197,0.09000000171363354
1198,0.0
1199,0.0
1200,0.10000000149011612
1201,0.09000000171363354
1202,0.10000000149011612
1203,0.10000000149011612
1204,0.10000000149011612
1205,0.09000000171363354
1206,0.0
1207,0.10000000149011612
1208,0.10000000149011612
1209,0.10000000149011612
1210,0.10000000149011612
1211,0.0
1212,0.10000000149011612
1213,0.10000000149011612
1214,0.0
1215,0.0
1216,0.0
1217,0.09000000171363354
1218,0.0
1219,0.10000000149011612
1220,0.10000000149011612
1221,0.0
1222,0.09000000171363354
1223,0.09000000171363354
1224,0.0
1225,0.0
1226,0.09000000171363354
1227,0.10000000149011612
1228,0.0
1229,0.0
1230,0.10000000149011612
1231,0.0
1232,0.10000000149011612
1233,0.10000000149011612
1234,0.10000000149011612
1235,0.10000000149011612
1236,0.10000000149011612
1237,0.10000000149011612
1238,0.10000000149011612
1239,0.09000000171363354
1240,0.0
1241,0.10000000149011612
1242,0.0
1243,0.10000000149011612
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.09000000171363354
1249,0.10000000149011612
1250,0.0
1251,0.0
1252,0.10000000149011612
1253,0.0
1254,0.0
1255,0.10000000149011612
1256,0.0
1257,0.0
1258,0.0
1259,0.10000000149011612
1260,0.09000000171363354
1261,0.0
1262,0.10000000149011612
1263,0.0
1264,0.0
1265,0.10000000149011612
1266,0.10000000149011612
1267,0.0
1268,0.10000000149011612
1269,0.0
1270,0.10000000149011612
1271,0.10000000149011612
1272,0.10000000149011612
1273,0.09000000171363354
1274,0.09000000171363354
1275,0.10000000149011612
1276,0.10000000149011612
1277,0.10000000149011612
1278,0.0
1279,0.09000000171363354
1280,0.20000000298023224
1281,0.10000000149011612
1282,0.0
1283,0.10000000149011612
1284,0.10000000149011612
1285,0.10000000149011612
1286,0.20000000298023224
1287,0.10000000149011612
1288,0.20000000298023224
1289,0.0
1290,0.0
1291,0.10000000149011612
1292,0.0
1293,0.10000000149011612
1294,0.10000000149011612
1295,0.09000000171363354
1296,0.0
1297,0.10000000149011612
1298,0.10000000149011612
1299,0.0
1300,0.10000000149011612
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,0.0
1306,0.10000000149011612
1307,0.10000000149011612
1308,0.0
1309,0.10000000149011612
1310,0.10000000149011612
1311,0.10000000149011612
1312,0.09000000171363354
1313,0.10000000149011612
1314,0.10000000149011612
1315,0.10000000149011612
1316,0.0
1317,0.10000000149011612
1318,0.09000000171363354
1319,0.0
1320,0.10000000149011612
1321,0.0
1322,0.20000000298023224
1323,0.10000000149011612
1324,0.2900000046938658
1325,0.10000000149011612
1326,0.10000000149011612
1327,0.0
1328,0.09000000171363354
1329,0.0
1330,0.10000000149011612
1331,0.10000000149011612
1332,0.0
1333,0.10000000149011612
1334,0.10000000149011612
1335,0.10000000149011612
1336,0.10000000149011612
1337,0.10000000149011612
1338,0.0
1339,0.10000000149011612
1340,0.10000000149011612
1341,0.0
1342,0.10000000149011612
1343,0.0
1344,0.10000000149011612
1345,0.09000000171363354
1346,0.10000000149011612
1347,0.0
1348,0.10000000149011612
1349,0.10000000149011612
1350,0.10000000149011612
1351,0.10000000149011612
1352,0.10000000149011612
1353,0.20000000298023224
1354,0.10000000149011612
1355,0.10000000149011612
1356,0.20000000298023224
1357,0.10000000149011612
1358,0.10000000149011612
1359,0.0
1360,0.0
1361,0.19000000320374966
1362,0.09000000171363354
1363,0.20000000298023224
1364,0.10000000149011612
1365,0.10000000149011612
1366,0.0
1367,0.10000000149011612
1368,0.10000000149011612
1369,0.10000000149011612
1370,0.0
1371,0.20000000298023224
1372,0.10000000149011612
1373,0.10000000149011612
1374,0.10000000149011612
1375,0.09000000171363354
1376,0.10000000149011612
1377,0.10000000149011612
1378,0.19000000320374966
1379,0.10000000149011612
1380,0.09000000171363354
1381,0.09000000171363354
1382,0.10000000149011612
1383,0.10000000149011612
1384,0.0
1385,0.0
1386,0.09000000171363354
1387,0.10000000149011612
1388,0.10000000149011612
1389,0.10000000149011612
1390,0.09000000171363354
1391,0.0
1392,0.10000000149011612
1393,0.09000000171363354
1394,0.09000000171363354
1395,0.10000000149011612
1396,0.09000000171363354
1397,0.10000000149011612
1398,0.09000000171363354
1399,0.10000000149011612
1400,0.19000000320374966
1401,0.10000000149011612
1402,0.20000000298023224
1403,0.10000000149011612
1404,0.10000000149011612
1405,0.20000000298023224
1406,0.10000000149011612
1407,0.0
1408,0.0
1409,0.09000000171363354
1410,0.10000000149011612
1411,0.0
1412,0.20000000298023224
1413,0.3900000061839819
1414,0.10000000149011612
1415,0.10000000149011612
1416,0.10000000149011612
1417,0.10000000149011612
1418,0.19000000320374966
1419,0.10000000149011612
1420,0.10000000149011612
1421,0.0
1422,0.10000000149011612
1423,0.0
1424,0.10000000149011612
1425,0.10000000149011612
1426,0.10000000149011612
1427,0.10000000149011612
1428,0.10000000149011612
1429,0.10000000149011612
1430,0.0
1431,0.10000000149011612
1432,0.10000000149011612
1433,0.10000000149011612
1434,0.10000000149011612
1435,0.10000000149011612
1436,0.20000000298023224
1437,0.10000000149011612
1438,0.0
1439,0.0
1440,0.0
1441,0.20000000298023224
1442,0.20000000298023224
1443,0.10000000149011612
1444,0.30000000447034836
1445,0.10000000149011612
1446,0.0
1447,0.10000000149011612
1448,0.0
1449,0.10000000149011612
1450,0.10000000149011612
1451,0.10000000149011612
1452,0.10000000149011612
1453,0.0
1454,0.20000000298023224
1455,0.10000000149011612
1456,0.10000000149011612
1457,0.10000000149011612
1458,0.10000000149011612
1459,0.0
1460,0.10000000149011612
1461,0.0
1462,0.10000000149011612
1463,0.09000000171363354
1464,0.10000000149011612
1465,0.10000000149011612
1466,0.10000000149011612
1467,0.0
1468,0.0
1469,0.10000000149011612
1470,0.10000000149011612
1471,0.0
1472,0.10000000149011612
1473,0.10000000149011612
1474,0.0
1475,0.19000000320374966
1476,0.09000000171363354
1477,0.10000000149011612
1478,0.19000000320374966
1479,0.09000000171363354
1480,0.19000000320374966
1481,0.10000000149011612
1482,0.10000000149011612
1483,0.0
1484,0.10000000149011612
1485,0.30000000447034836
1486,0.10000000149011612
1487,0.10000000149011612
1488,0.10000000149011612
1489,0.10000000149011612
1490,0.0
1491,0.20000000298023224
1492,0.20000000298023224
1493,0.10000000149011612
1494,0.20000000298023224
1495,0.10000000149011612
1496,0.19000000320374966
1497,0.09000000171363354
1498,0.0
1499,0.19000000320374966
1500,0.10000000149011612
1501,0.20000000298023224
1502,0.09000000171363354
1503,0.0
1504,0.10000000149011612
1505,0.10000000149011612
1506,0.10000000149011612
1507,0.20000000298023224
1508,0.20000000298023224
1509,0.10000000149011612
1510,0.0
1511,0.10000000149011612
1512,0.0
1513,0.0
1514,0.09000000171363354
1515,0.09000000171363354
1516,0.20000000298023224
1517,0.10000000149011612
1518,0.10000000149011612
1519,0.20000000298023224
1520,0.0
1521,0.20000000298023224
1522,0.20000000298023224
1523,0.0
1524,0.0
1525,0.10000000149011612
1526,0.10000000149011612
1527,0.20000000298023224
1528,0.20000000298023224
1529,0.10000000149011612
1530,0.10000000149011612
1531,0.20000000298023224
1532,0.0
1533,0.20000000298023224
1534,0.10000000149011612
1535,0.10000000149011612
1536,0.20000000298023224
1537,0.0
1538,0.10000000149011612
1539,0.10000000149011612
1540,0.10000000149011612
1541,0.20000000298023224
1542,0.10000000149011612
1543,0.09000000171363354
1544,0.10000000149011612
1545,0.20000000298023224
1546,0.10000000149011612
1547,0.10000000149011612
1548,0.10000000149011612
1549,0.10000000149011612
1550,0.10000000149011612
1551,0.10000000149011612
1552,0.10000000149011612
1553,0.20000000298023224
1554,0.20000000298023224
1555,0.10000000149011612
1556,0.10000000149011612
1557,0.0
1558,0.20000000298023224
1559,0.19000000320374966
1560,0.20000000298023224
1561,0.10000000149011612
1562,0.0
1563,0.20000000298023224
1564,0.10000000149011612
1565,0.20000000298023224
1566,0.0
1567,0.0
1568,0.10000000149011612
1569,0.0
1570,0.09000000171363354
1571,0.0
1572,0.10000000149011612
1573,0.19000000320374966
1574,0.20000000298023224
1575,0.10000000149011612
1576,0.10000000149011612
1577,0.10000000149011612
1578,0.20000000298023224
1579,0.10000000149011612
1580,0.0
1581,0.20000000298023224
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.10000000149011612
1587,0.0
1588,0.10000000149011612
1589,0.10000000149011612
1590,0.10000000149011612
1591,0.10000000149011612
1592,0.4000000059604645
1593,0.20000000298023224
1594,0.10000000149011612
1595,0.19000000320374966
1596,0.0
1597,0.0
1598,0.10000000149011612
1599,0.10000000149011612
1600,0.10000000149011612
1601,0.10000000149011612
1602,0.10000000149011612
1603,0.10000000149011612
1604,0.10000000149011612
1605,0.0
1606,0.0
1607,0.19000000320374966
1608,0.0
1609,0.10000000149011612
1610,0.0
1611,0.09000000171363354
1612,0.0
1613,0.10000000149011612
1614,0.09000000171363354
1615,0.10000000149011612
1616,0.10000000149011612
1617,0.6000000089406967
1618,0.10000000149011612
1619,0.4000000059604645
1620,0.10000000149011612
1621,0.09000000171363354
1622,0.20000000298023224
1623,0.10000000149011612
1624,0.10000000149011612
1625,0.10000000149011612
1626,0.10000000149011612
1627,0.10000000149011612
1628,0.10000000149011612
1629,0.10000000149011612
1630,0.10000000149011612
1631,0.10000000149011612
1632,0.10000000149011612
1633,0.2900000046938658
1634,0.19000000320374966
1635,0.10000000149011612
1636,0.10000000149011612
1637,0.0
1638,0.20000000298023224
1639,0.10000000149011612
1640,0.10000000149011612
1641,0.20000000298023224
1642,0.09000000171363354
1643,0.10000000149011612
1644,0.10000000149011612
1645,0.20000000298023224
1646,0.10000000149011612
1647,0.20000000298023224
1648,0.10000000149011612
1649,0.10000000149011612
1650,0.20000000298023224
1651,0.10000000149011612
1652,0.0
1653,0.30000000447034836
1654,0.0
1655,0.20000000298023224
1656,0.20000000298023224
